Rating,Comment
2.0 out of 5 stars,I am not pleased with this appliance.  It emits so much steam while it is building up pressure........and I have done this multiple times with others watching my steps and sent videos to family to observe steam.......that it leaves water marks on my ten foot ceilings.  I sit it next to my stove air vent and have tried different positions and yet it still emits more steam than what others say theirs do even when releasing pressure.  I am not going to risk my nice ceilings for boiled eggs let alone meals that would leave worse marks when released.  Just cook the old fashioned way and save your ceilings.
2.0 out of 5 stars,"I bought my instant pot 2 years ago. It’s a great machine, but the buttons have slowly stopped working. Originally it was just the reset button. I would have to unplug it to reset the panel. Now it’s the pressure buttons so I can’t cook anything for more than the preset of 35."
5.0 out of 5 stars,"I had used a stovetop pressure cooker for 50+ years, but this beats every one I ever had!! Easy to use: doesn't require watching and adjusting the heat; removeable inner pan that is easy to handle and clean; frees up stovetop for other cooking; doesn't heat up the kitchen...and on and on. I love it!!!!!"
5.0 out of 5 stars,"Let me put it this way:My family has given gifts to my father in law for YEARS, 11 if I recall correctly.  He smiles, but its always a qualified smile, and the gifts are pushed aside within a day.He talks to my wife weekly about how amazing this thing is.It's just that good folks!"
5.0 out of 5 stars,"We purchased this item and on the same day of receiving it used it to make BBQ pulled pork. 2 x 2.5 lbs of meat in the pot, seasonings, abut 8 Oz of pepsi. 90 minutes on manual... waited for natural cool down... Walla great and easy to shred with 2 forks, removed fat, added sweet baby rays and dinner was served. About 2 hrs total. Easy to clean stainless steel container. At least 1/2 the time as crock pot to get to same or so to shred. Tasted better since there was less cooking time and texture was better. Will use again this week. Will update in a month or so."
5.0 out of 5 stars,"Thought I might try a pressure cooker, and this one got great reviews from many many sources. This is a very versatile timesaver and has expanded our menu in fun ways! Lots of YouTube videos and facebook groups to help you along as you learn to use this (it's easy!) Very happy to have this as part of my kitchen equipment. Looks nice, perfect size. I trust it to be safe."
5.0 out of 5 stars,"I have wanted an instapot for awhile now and on prime day I made the leap and got it. I have to say I love it so much, it might take me a bit to learn how to work it better but so far I have no complaints. It made boneless ribs perfectly and they just fell apart."
5.0 out of 5 stars,"Every household needs an instapot. I really like this model. It's great for things you want to be soft like shredded meats, soups and stews, mashed potatoes. It's good for hard boiled eggs as well."
5.0 out of 5 stars,"The IP may not need another fantastic review but this is my fave. I use most of the functions on a regular basis. Supper after a long day at work doesn't have to take 30+ minutes to prepare, anymore. Cannot recommend this any higher. This replaced my other brand electric pressure cooker and is so much better. So spend the extra dollars because you get what you pay for and this is amazing. This unit is my backup unit if my other cooker is already busy."
5.0 out of 5 stars,"This little kitchen gadget has helped my meal prep game. I have been able to get dinner on the table on time, even when the meat is not fully thawed! Love my instant pot! Ribs are my favorite!"
5.0 out of 5 stars,I love the preset features! I am slowly going through each one. My favorite so far is the sous vide and the egg button. I have another larger pressure cooker.... instant pot is far superior I don't have to worry my food is undercooked even living in a higher altitude.
4.0 out of 5 stars,Easy to use. This is my first insta pot. I have made several meals and my family doesn’t seem to enjoy it. The product itself is good. Just not sure that we’re an insta pot family. I’m still trying recipes and hopefully we can find something we like.
5.0 out of 5 stars,"My wife totally screwed up the first meal she attempted and put this on a shelf never to be used again.  Then 2 month later decided to try again and it has not left our kitchen.  Probably prepare 6-8 meals a week.  Super easy and make delicious food.  So buy this, read the instructions, and enjoy a better life."
4.0 out of 5 stars,"Got this beauty for Christmas from my children. What I’m disappointed with is that the owners manual, spoons, and measuring cup was not in the box. Calls to instant pot (in Canada) and emails have gone unanswered."
5.0 out of 5 stars,Wow what an awesome product. I was a bit anxious at its size and all the options. Once I set it up and did my test run I realized what a breeze it is to use and clean.  I love my instant pot and all the wonderful features- my husband doesn’t cook with it but loves it too for all the great meals!
